nome_cliente;Plano;dt_desativacao_sac;dt_cadastro_sac;st_diavencimento_sac;tipo_pagamento;campo1;st_estado_sac;Valor_produto;Pacote_de_mensagem;MRR
94716;Sea;09/14/2021;03/11/2021;15;Cartão de crédito;;MG;1000;;1000
94717;Sea;03/11/2021;03/11/2021;15;Boleto;;SP;1000;;1000
94717;Sea;03/11/2021;03/11/2021;11;Boleto;;SP;1000;;1000
94717;Sea;03/11/2021;03/11/2021;11;Boleto;;SP;1000;;1000
94717;Sea;03/11/2021;03/11/2021;11;Boleto;;SP;1000;;1000
94717;Sea;03/11/2021;03/11/2021;11;Boleto;;SP;1000;;1000
94718;Sea;03/11/2021;03/11/2021;15;Boleto;;SP;1000;;1000
94718;Sea;03/11/2021;03/11/2021;15;Boleto;;SP;1000;;1000
94718;Sea;03/12/2021;03/11/2021;15;Boleto;;SP;1000;;1000
94719;Sea;04/29/2021;03/11/2021;15;Boleto;;SC;1000;;1000
94719;Sea;03/12/2021;03/11/2021;15;Boleto;;SC;1000;;1000
94720;Sea;07/02/2021;03/11/2021;15;Boleto;;SC;1000;;1000
94721;Sea;12/16/2021;03/11/2021;12;Cartão de crédito;;SP;1000;;1000
94722;Sea;12/01/2021;03/10/2021;15;Cartão de crédito;;SC;1000;;1000
94723;Sea;04/14/2021;03/10/2021;15;Cartão de crédito;;PR;1000;;1000
94724;Sea;02/24/2023;03/10/2021;15;Boleto;;SP;1000;;1000
94725;Sea;02/22/2023;03/10/2021;15;Boleto;;PR;1000;;1000
94726;Sea;;03/10/2021;15;Cartão de crédito;;SP;1000;;1000
94727;Sea;05/19/2022;03/10/2021;15;Cartão de crédito;;RS;1000;;1000
94728;Sea;12/22/2022;03/10/2021;15;Boleto;;SP;1000;;1000
94729;Sea;09/20/2021;03/10/2021;15;Boleto;;SP;1000;;1000
94730;Sea;03/31/2021;03/10/2021;15;Boleto;;SP;1000;;1000
94731;Sea;04/09/2021;03/10/2021;15;Cartão de crédito;;GO;1000;;1000
94717;Sea;03/10/2021;03/09/2021;9;Cartão de crédito;;SP;1000;;1000
94732;Sea;02/18/2022;03/09/2021;10;Cartão de crédito;;PR;1000;;1000
94733;Sea;06/21/2021;03/09/2021;10;Cartão de crédito;;SE;1000;;1000
94734;Sea;03/15/2021;03/09/2021;10;Cartão de crédito;;SP;1000;;1000
94717;Sea;03/10/2021;03/09/2021;9;Cartão de crédito;;SP;1000;;1000
94735;Sea;;03/08/2021;10;Cartão de crédito;;RJ;1000;;1000
94717;Sea;03/08/2021;03/08/2021;8;Cartão de crédito;;SP;1000;;1000
94736;Sea;01/19/2023;03/08/2021;10;Cartão de crédito;;PR;1000;;1000
94737;Sea;06/13/2022;03/08/2021;10;Boleto;;SP;1000;;1000
94738;Sea;04/14/2022;03/08/2021;15;Boleto;;SP;1000;;1000
94739;Sea;;03/08/2021;10;Cartão de crédito;;GO;1000;;1000
94717;Sea;06/13/2022;03/08/2021;10;Cartão de crédito;;SP;1000;;1000
94740;Sea;;03/08/2021;10;Cartão de crédito;;PR;1000;;1000
94741;Sea;07/30/2021;03/08/2021;10;Cartão de crédito;;RJ;1000;;1000
94742;Sea;03/31/2021;03/07/2021;10;Cartão de crédito;;SP;1000;;1000
94743;Sea;05/11/2021;03/07/2021;10;Cartão de crédito;;RN;1000;;1000
94744;Sea;06/14/2022;03/07/2021;10;Cartão de crédito;;SP;1000;;1000
94745;Sea;08/13/2021;03/05/2021;10;Cartão de crédito;;SP;1000;;1000
94746;Sea;04/14/2021;03/05/2021;10;Cartão de crédito;;SP;1000;;1000
94747;Sea;07/12/2022;03/05/2021;10;Cartão de crédito;;MG;1000;;1000
94748;Sea;;03/05/2021;5;Cartão de crédito;;DF;1000;;1000
94749;Sea;06/09/2021;03/05/2021;10;Cartão de crédito;;SP;1000;;1000
94750;Sea;03/05/2021;03/05/2021;5;Cartão de crédito;;SP;1000;;1000
94750;Sea;03/05/2021;03/05/2021;5;Cartão de crédito;;SP;1000;;1000
94750;Sea;03/05/2021;03/05/2021;5;Cartão de crédito;;SP;1000;;1000
94750;Sea;04/12/2021;03/05/2021;10;Cartão de crédito;;SP;1000;;1000
94751;Sea;04/01/2021;03/05/2021;10;Cartão de crédito;;CE;1000;;1000
94752;Sea;04/06/2022;03/05/2021;10;Cartão de crédito;;PR;1000;;1000
94753;Sea;03/30/2021;03/04/2021;5;Cartão de crédito;;PR;1000;;1000
94754;Sea;09/14/2021;03/04/2021;5;Cartão de crédito;;PE;1000;;1000
94755;Sea;03/22/2021;03/04/2021;5;Cartão de crédito;;AM;1000;;1000
94756;Sea;08/04/2022;03/04/2021;5;Cartão de crédito;;PR;1000;;1000
94757;Sea;05/13/2022;03/04/2021;5;Cartão de crédito;;SP;1000;;1000
94758;Sea;;03/04/2021;5;Cartão de crédito;;RS;1000;;1000
94759;Sea;04/07/2022;03/04/2021;5;Cartão de crédito;;PI;1000;;1000
94760;Sea;06/28/2021;03/04/2021;5;Cartão de crédito;;SP;1000;;1000
94760;Sea;03/04/2021;03/04/2021;5;Cartão de crédito;;SP;1000;;1000
94760;Sea;03/04/2021;03/04/2021;5;Cartão de crédito;;SP;1000;;1000
94760;Sea;03/04/2021;03/04/2021;5;Cartão de crédito;;SP;1000;;1000
94760;Sea;03/04/2021;03/04/2021;5;Cartão de crédito;;SP;1000;;1000
94761;Sea;;03/04/2021;5;Cartão de crédito;;SP;1000;;1000
94762;Sea;10/28/2021;03/04/2021;5;Boleto;;PR;1000;;1000
94717;Sea;03/04/2021;03/03/2021;4;Cartão de crédito;;SP;1000;;1000
94717;Sea;03/04/2021;03/03/2021;4;Cartão de crédito;;SP;1000;;1000
94717;Sea;03/12/2021;03/03/2021;4;Cartão de crédito;;SP;1000;;1000
94763;Sea;03/04/2021;03/03/2021;5;Cartão de crédito;;SC;1000;;1000
94763;Sea;11/03/2022;03/03/2021;5;Cartão de crédito;;SC;1000;;1000
94764;Sea;04/05/2022;03/03/2021;5;Boleto;;SP;1000;;1000
94765;Sea;;03/03/2021;5;Cartão de crédito;;CE;1000;;1000
94766;Sea;07/06/2021;03/03/2021;5;Boleto;;PE;1000;;1000
94767;Sea;03/03/2021;03/03/2021;5;Cartão de crédito;;GO;1000;;1000
94768;Sea;03/09/2023;03/03/2021;5;Cartão de crédito;;GO;1000;;1000
94769;Sea;06/13/2022;03/03/2021;5;Cartão de crédito;;RS;1000;;1000
94770;Sea;04/06/2023;03/03/2021;5;Cartão de crédito;;RS;1000;;1000
94770;Sea;03/12/2021;03/03/2021;5;Cartão de crédito;;RS;1000;;1000
94771;Sea;;03/03/2021;5;Cartão de crédito;;GO;1000;;1000
94772;Sea;;03/02/2021;5;Boleto;;RJ;1000;;1000
94773;Sea;04/06/2021;03/02/2021;5;Cartão de crédito;;SP;1000;;1000
94774;Sea;04/30/2021;03/02/2021;5;Boleto;;SP;1000;;1000
94775;Sea;06/14/2022;03/02/2021;5;Cartão de crédito;;GO;1000;;1000
94776;Sea;05/21/2021;03/01/2021;5;Cartão de crédito;;AM;1000;;1000
94777;Sea;01/25/2022;03/01/2021;5;Cartão de crédito;;SP;1000;;1000
94778;Sea;06/01/2021;03/01/2021;5;Cartão de crédito;;DF;1000;;1000
94779;Sea;04/07/2021;03/01/2021;5;Cartão de crédito;;SP;1000;;1000
94779;Sea;03/01/2021;03/01/2021;5;Cartão de crédito;;SP;1000;;1000
94780;Sea;;03/01/2021;5;Cartão de crédito;;SP;1000;;1000
94781;Sea;03/01/2021;03/01/2021;1;Cartão de crédito;;CE;1000;;1000
94781;Sea;03/02/2021;03/01/2021;5;Cartão de crédito;;CE;1000;;1000
94782;Sea;03/09/2022;03/01/2021;5;Boleto;;RJ;1000;;1000
94783;Sea;06/14/2022;03/01/2021;5;Cartão de crédito;;MS;1000;;1000
94784;Sea;03/02/2021;03/01/2021;5;Cartão de crédito;;BA;1000;;1000
94785;Sea;11/11/2021;03/01/2021;5;Cartão de crédito;;MG;1000;;1000
94786;Sea;03/15/2022;03/01/2021;5;Cartão de crédito;;CE;1000;;1000
94861;Sea;;02/12/2021;15;Boleto;;MG;1000;;1000
94862;Sea;06/15/2021;02/12/2021;15;Cartão de crédito;;SC;1000;;1000
94863;Sea;;02/12/2021;15;Cartão de crédito;;PR;1000;;1000
94864;Sea;03/30/2021;02/12/2021;30;Cartão de crédito;;SP;1000;;1000
94865;Sea;;02/12/2021;15;Cartão de crédito;;DF;1000;;1000
94866;Sea;05/21/2021;02/12/2021;15;Cartão de crédito;;GO;1000;;1000
94867;Sea;02/11/2021;02/11/2021;15;Cartão de crédito;;RS;1000;;1000
94868;Sea;;02/10/2021;15;Cartão de crédito;;DF;1000;;1000
94869;Sea;03/17/2022;02/10/2021;15;Boleto;;SP;1000;;1000
94870;Sea;06/24/2021;02/10/2021;15;Boleto;;MT;1000;;1000
94871;Sea;02/10/2021;02/10/2021;15;Boleto;;SP;1000;;1000
94872;Sea;02/07/2022;02/10/2021;15;Boleto;;PR;1000;;1000
94873;Sea;;02/10/2021;15;Boleto;;SP;1000;;1000
94874;Sea;05/17/2022;02/10/2021;15;Cartão de crédito;;SP;1000;;1000
94875;Sea;03/11/2021;02/10/2021;15;Cartão de crédito;;SP;1000;;1000
94876;Sea;;02/09/2021;10;Cartão de crédito;;SP;1000;;1000
94877;Sea;07/17/2021;02/09/2021;22;Boleto;;RS;1000;;1000
94878;Sea;03/09/2021;02/09/2021;10;Cartão de crédito;;SP;1000;;1000
94879;Sea;12/06/2022;02/09/2021;10;Cartão de crédito;;RN;1000;;1000
94880;Sea;06/28/2021;02/09/2021;10;Cartão de crédito;;SP;1000;;1000
94881;Sea;02/09/2021;02/09/2021;10;Cartão de crédito;;SC;1000;;1000
94881;Sea;03/19/2021;02/09/2021;10;Cartão de crédito;;SC;1000;;1000
94882;Sea;09/27/2021;02/09/2021;10;Cartão de crédito;;PB;1000;;1000
94883;Sea;06/23/2022;02/09/2021;10;Boleto;;PR;1000;;1000
94884;Sea;02/09/2021;02/09/2021;10;Boleto;;SP;1000;;1000
94884;Sea;09/28/2021;02/09/2021;10;Boleto;;SP;1000;;1000
94885;Sea;04/13/2023;02/09/2021;10;Boleto;;SP;1000;;1000
94886;Sea;10/19/2021;02/08/2021;10;Cartão de crédito;;MT;1000;;1000
94887;Sea;07/02/2021;02/08/2021;10;Cartão de crédito;;RJ;1000;;1000
94888;Sea;03/29/2022;02/08/2021;10;Cartão de crédito;;PE;1000;;1000
94889;Sea;02/08/2021;02/08/2021;8;Cartão de crédito;;PR;1000;;1000
94890;Sea;02/08/2021;02/08/2021;8;Cartão de crédito;;PR;1000;;1000
94890;Sea;;02/08/2021;10;Cartão de crédito;;PR;1000;;1000
94891;Sea;10/10/2022;02/08/2021;10;Cartão de crédito;;SP;1000;;1000
94892;Sea;;02/05/2021;10;Cartão de crédito;;SP;1000;;1000
94893;Sea;;02/05/2021;10;Cartão de crédito;;GO;1000;;1000
94894;Sea;;02/05/2021;10;Cartão de crédito;;SP;1000;;1000
94895;Sea;03/29/2022;02/05/2021;10;Cartão de crédito;;SP;1000;;1000
94896;Sea;02/26/2021;02/05/2021;10;Cartão de crédito;;PE;1000;;1000
94897;Sea;07/05/2022;02/04/2021;5;Cartão de crédito;;SC;1000;;1000
94898;Sea;09/23/2021;02/04/2021;5;Cartão de crédito;;ES;1000;;1000
94899;Sea;06/13/2022;02/04/2021;5;Boleto;;RS;1000;;1000
94900;Sea;02/07/2022;02/04/2021;5;Cartão de crédito;;SP;1000;;1000
94901;Sea;04/11/2022;02/04/2021;5;Cartão de crédito;;SP;1000;;1000
94902;Sea;04/27/2021;02/04/2021;5;Boleto;;SP;1000;;1000
94903;Sea;;02/04/2021;5;Cartão de crédito;;PA;1000;;1000
94904;Sea;11/01/2022;02/03/2021;5;Cartão de crédito;;SP;1000;;1000
94905;Sea;06/22/2022;02/03/2021;5;Cartão de crédito;;SP;1000;;1000
94906;Sea;06/14/2022;02/03/2021;5;Cartão de crédito;;SP;1000;;1000
94907;Sea;;02/03/2021;5;Cartão de crédito;;ES;1000;;1000
94908;Sea;03/29/2021;02/03/2021;5;Cartão de crédito;;RS;1000;;1000
94909;Sea;01/25/2023;02/03/2021;5;Cartão de crédito;;SP;1000;;1000
94910;Sea;06/14/2022;02/03/2021;5;Boleto;;RJ;1000;;1000
94911;Sea;02/02/2021;02/02/2021;2;Cartão de crédito;;MG;1000;;1000
94911;Sea;02/08/2022;02/02/2021;5;Cartão de crédito;;MG;1000;;1000
94912;Sea;02/02/2021;02/02/2021;2;Boleto;;SP;1000;;1000
94912;Sea;01/12/2022;02/02/2021;5;Boleto;;SP;1000;;1000
94913;Sea;03/23/2021;02/02/2021;5;Cartão de crédito;;RJ;1000;;1000
94914;Sea;02/19/2021;02/02/2021;5;Cartão de crédito;;SP;1000;;1000
94914;Sea;08/02/2022;02/02/2021;5;Cartão de crédito;;SP;1000;;1000
94915;Sea;07/27/2021;02/02/2021;5;Cartão de crédito;;PR;1000;;1000
94916;Sea;05/27/2022;02/02/2021;5;Cartão de crédito;;MG;1000;;1000
94917;Sea;06/22/2022;02/02/2021;5;Cartão de crédito;;SP;1000;;1000
94918;Sea;02/01/2021;02/01/2021;1;Cartão de crédito;;SP;1000;;1000
94919;Sea;02/11/2021;02/01/2021;5;Cartão de crédito;;SP;1000;;1000
94919;Sea;02/01/2021;02/01/2021;1;Cartão de crédito;;SP;1000;;1000
94919;Sea;02/01/2021;02/01/2021;1;Cartão de crédito;;SP;1000;;1000
94919;Sea;02/01/2021;02/01/2021;5;Boleto;;SP;1000;;1000
94920;Sea;06/06/2022;02/01/2021;5;Cartão de crédito;;SP;1000;;1000
94921;Sea;04/07/2021;02/01/2021;5;Boleto;;PR;1000;;1000
94922;Sea;;02/01/2021;5;Cartão de crédito;;BA;1000;;1000
94923;Sea;02/01/2021;02/01/2021;5;Cartão de crédito;;DF;1000;;1000
94924;Sea;05/23/2022;02/01/2021;5;Boleto;;CE;1000;;1000
94925;Sea;03/29/2023;02/01/2021;5;Cartão de crédito;;SC;1000;;1000
94926;Sea;04/14/2021;02/01/2021;5;Cartão de crédito;;SC;1000;;1000
94927;Sea;03/23/2022;02/01/2021;5;Cartão de crédito;;SP;1000;;1000
94928;Sea;02/01/2021;02/01/2021;5;Cartão de crédito;;SP;1000;;1000
94929;Sea;08/10/2021;02/01/2021;5;Cartão de crédito;;SP;1000;;1000
94930;Sea;;02/01/2021;31;Cartão de crédito;;PR;1000;;1000
94931;Sea;06/22/2021;02/01/2021;5;Cartão de crédito;;SP;1000;;1000
94932;Sea;02/08/2021;02/01/2021;5;Cartão de crédito;;SP;1000;;1000
94932;Sea;02/08/2021;02/01/2021;5;Cartão de crédito;;SP;1000;;1000
95023;Sea;07/06/2021;01/12/2021;15;Cartão de crédito;;SC;1000;;1000
95000;Sea;01/12/2021;01/12/2021;15;Cartão de crédito;;MG;1000;;1000
95024;Sea;;01/12/2021;15;Boleto;;GO;1000;;1000
95025;Sea;04/19/2021;01/12/2021;15;Boleto;;PE;1000;;1000
95026;Sea;01/19/2022;01/12/2021;15;Cartão de crédito;;SP;1000;;1000
95026;Sea;01/12/2021;01/12/2021;15;Cartão de crédito;;SP;1000;;1000
95027;Sea;02/02/2022;01/12/2021;15;Cartão de crédito;;SP;1000;;1000
95028;Sea;04/19/2021;01/12/2021;15;Cartão de crédito;;DF;1000;;1000
95023;Sea;01/11/2021;01/11/2021;15;Cartão de crédito;;SC;1000;;1000
95023;Sea;01/11/2021;01/11/2021;15;Cartão de crédito;;SC;1000;;1000
95023;Sea;01/12/2021;01/11/2021;15;Cartão de crédito;;SC;1000;;1000
95029;Sea;03/11/2021;01/11/2021;0;Cartão de crédito;;PA;1000;;1000
95030;Sea;01/27/2021;01/11/2021;0;Cartão de crédito;;MA;1000;;1000
95031;Sea;05/10/2021;01/11/2021;15;Cartão de crédito;;PA;1000;;1000
95032;Sea;03/15/2021;01/11/2021;15;Cartão de crédito;;SP;1000;;1000
95033;Sea;10/15/2021;01/11/2021;15;Boleto;;TO;1000;;1000
95034;Sea;04/09/2021;01/08/2021;10;Cartão de crédito;;SP;1000;;1000
95035;Sea;03/15/2023;01/08/2021;10;Cartão de crédito;;SP;1000;;1000
95036;Sea;01/20/2021;01/08/2021;10;Boleto;;RJ;1000;;1000
95037;Sea;08/26/2021;01/08/2021;10;Cartão de crédito;;MG;1000;;1000
95038;Sea;;01/08/2021;10;Cartão de crédito;;SP;1000;;1000
95039;Sea;05/27/2021;01/08/2021;10;Cartão de crédito;;RJ;1000;;1000
95040;Sea;11/12/2021;01/07/2021;10;Cartão de crédito;;TO;1000;;1000
95041;Sea;;01/07/2021;10;Cartão de crédito;;SP;1000;;1000
95042;Sea;01/07/2021;01/07/2021;10;Cartão de crédito;;SP;1000;;1000
95043;Sea;02/02/2021;01/07/2021;0;Cartão de crédito;;SP;1000;;1000
95044;Sea;08/09/2022;01/07/2021;10;Cartão de crédito;;ES;1000;;1000
95045;Sea;03/08/2023;01/07/2021;22;Boleto;;SP;1000;;1000
95046;Sea;04/10/2023;01/06/2021;10;Boleto;;SP;1000;;1000
94470;Sea;01/06/2021;01/06/2021;10;Boleto;;GO;1000;;1000
95047;Sea;06/17/2021;01/06/2021;10;Cartão de crédito;;RJ;1000;;1000
95048;Sea;01/13/2022;01/06/2021;10;Cartão de crédito;;GO;1000;;1000
95049;Sea;06/23/2022;01/06/2021;10;Cartão de crédito;;SP;1000;;1000
95050;Sea;01/12/2021;01/06/2021;10;Cartão de crédito;;SP;1000;;1000
95051;Sea;04/19/2021;01/05/2021;10;Boleto;;PE;1000;;1000
95052;Sea;04/04/2022;01/05/2021;10;Cartão de crédito;;MG;1000;;1000
95053;Sea;06/23/2022;01/05/2021;10;Cartão de crédito;;RS;1000;;1000
95054;Sea;02/09/2021;01/05/2021;10;Boleto;;SP;1000;;1000
95055;Sea;;01/05/2021;10;Cartão de crédito;;RJ;1000;;1000
95056;Sea;01/03/2021;01/04/2021;5;Boleto;;SC;1000;;1000
95057;Sea;06/14/2022;01/04/2021;5;Boleto;;SP;1000;;1000
95058;Sea;01/02/2021;01/02/2021;5;Cartão de crédito;;RS;1000;;1000
95059;Sea;01/06/2021;01/02/2021;5;Cartão de crédito;;MG;1000;;1000
95143;Sea;02/15/2021;12/11/2020;15;Cartão de crédito;;SP;1000;;1000
95144;Sea;01/11/2021;12/11/2020;15;Cartão de crédito;;SP;1000;;1000
95145;Sea;05/24/2022;12/11/2020;15;Boleto;;RJ;1000;;1000
95146;Sea;02/24/2021;12/11/2020;15;Boleto;;SP;1000;;1000
95147;Sea;12/28/2021;12/11/2020;15;Boleto;;SP;1000;;1000
95148;Sea;12/15/2020;12/11/2020;15;Cartão de crédito;;SC;1000;;1000
95148;Sea;12/11/2020;12/11/2020;11;Cartão de crédito;;SC;1000;;1000
95148;Sea;12/11/2020;12/11/2020;20;Cartão de crédito;;SC;1000;;1000
95144;Sea;12/16/2020;12/11/2020;15;Cartão de crédito;;SP;1000;;1000
95149;Sea;09/15/2022;12/11/2020;15;Cartão de crédito;;CE;1000;;1000
95150;Sea;;12/11/2020;15;Cartão de crédito;;ES;1000;;1000
95150;Sea;12/21/2020;12/11/2020;15;Boleto;;ES;1000;;1000
95119;Sea;12/10/2020;12/11/2020;15;Boleto;;SC;1000;;1000
95056;Sea;12/10/2020;12/11/2020;15;Boleto;;SC;1000;;1000
95056;Sea;12/10/2020;12/11/2020;15;Boleto;;SC;1000;;1000
95056;Sea;12/10/2020;12/11/2020;15;Boleto;;SC;1000;;1000
95119;Sea;12/10/2020;12/11/2020;15;Boleto;;SC;1000;;1000
95151;Sea;06/24/2022;12/10/2020;15;Boleto;;SP;1000;;1000
95152;Sea;06/15/2021;12/10/2020;15;Cartão de crédito;;SP;1000;;1000
95153;Sea;05/24/2022;12/10/2020;15;Cartão de crédito;;SP;1000;;1000
95154;Sea;06/23/2022;12/10/2020;15;Cartão de crédito;;SC;1000;;1000
95155;Sea;10/15/2021;12/09/2020;10;Cartão de crédito;;RJ;1000;;1000
95156;Sea;03/03/2021;12/09/2020;10;Cartão de crédito;;SP;1000;;1000
95157;Sea;03/03/2021;12/09/2020;10;Boleto;;RJ;1000;;1000
95158;Sea;02/02/2021;12/09/2020;0;Cartão de crédito;;CE;1000;;1000
94566;Sea;07/12/2021;12/09/2020;10;Cartão de crédito;;SP;1000;;1000
95159;Sea;07/12/2022;12/09/2020;10;Cartão de crédito;;MG;1000;;1000
95160;Sea;08/26/2021;12/09/2020;10;Cartão de crédito;;SP;1000;;1000
95161;Sea;09/14/2022;12/09/2020;10;Cartão de crédito;;SP;1000;;1000
95162;Sea;12/09/2020;12/08/2020;10;Boleto;;MS;1000;;1000
95162;Sea;;12/08/2020;10;Boleto;;MS;1000;;1000
95163;Sea;03/05/2021;12/08/2020;10;Boleto;;SP;1000;;1000
95164;Sea;02/01/2021;12/08/2020;10;Cartão de crédito;;SP;1000;;1000
95165;Sea;04/09/2021;12/08/2020;10;Cartão de crédito;;SP;1000;;1000
95166;Sea;04/29/2021;12/07/2020;10;Cartão de crédito;;RJ;1000;;1000
95167;Sea;12/07/2020;12/07/2020;7;Boleto;;DF;1000;;1000
95167;Sea;12/07/2020;12/07/2020;7;Boleto;;DF;1000;;1000
95167;Sea;02/12/2021;12/07/2020;10;Boleto;;DF;1000;;1000
95168;Sea;;12/07/2020;10;Cartão de crédito;;RJ;1000;;1000
92403;Sea;12/07/2020;12/07/2020;7;Cartão de crédito;;BA;1000;;1000
92403;Sea;12/07/2020;12/07/2020;7;Cartão de crédito;;BA;1000;;1000
95169;Sea;02/26/2021;12/04/2020;5;Cartão de crédito;;RS;1000;;1000
95170;Sea;;12/04/2020;5;Boleto;;SP;1000;;1000
95171;Sea;06/04/2021;12/04/2020;5;Cartão de crédito;;SP;1000;;1000
95172;Sea;06/14/2022;12/04/2020;5;Cartão de crédito;;GO;1000;;1000
95173;Sea;05/26/2022;12/04/2020;21;Boleto;;SP;1000;;1000
95174;Sea;12/04/2020;12/04/2020;5;Cartão de crédito;;BA;1000;;1000
95174;Sea;06/13/2022;12/04/2020;5;Cartão de crédito;;BA;1000;;1000
95175;Sea;06/06/2022;12/03/2020;5;Cartão de crédito;;GO;1000;;1000
95176;Sea;02/02/2021;12/03/2020;0;Boleto;;BA;1000;;1000
95177;Sea;04/30/2021;12/03/2020;5;Cartão de crédito;;SP;1000;;1000
95178;Sea;02/08/2021;12/02/2020;0;Cartão de crédito;;SP;1000;;1000
95179;Sea;12/02/2020;12/02/2020;5;Boleto;;RJ;1000;;1000
95180;Sea;12/02/2020;12/02/2020;5;Boleto;;MG;1000;;1000
95181;Sea;;12/01/2020;30;Boleto;;RS;1000;;1000
95182;Sea;;12/01/2020;5;Cartão de crédito;;RJ;1000;;1000
95279;Sea;12/14/2020;11/12/2020;0;Boleto;;SC;1000;;1000
95280;Sea;12/06/2021;11/12/2020;15;Boleto;;RS;1000;;1000
95281;Sea;;11/12/2020;15;Cartão de crédito;;SP;1000;;1000
95282;Sea;01/29/2021;11/12/2020;0;Cartão de crédito;;PR;1000;;1000
95283;Sea;02/02/2021;11/12/2020;0;Cartão de crédito;;PR;1000;;1000
95284;Sea;02/08/2021;11/12/2020;15;Boleto;;SP;1000;;1000
95285;Sea;;11/12/2020;15;Cartão de crédito;;SP;1000;;1000
95286;Sea;;11/12/2020;15;Cartão de crédito;;SP;1000;;1000
95287;Sea;02/02/2021;11/11/2020;15;Cartão de crédito;;SP;1000;;1000
95288;Sea;;11/11/2020;15;Cartão de crédito;;PE;1000;;1000
95289;Sea;02/01/2021;11/11/2020;0;Boleto;;MG;1000;;1000
95290;Sea;02/01/2021;11/10/2020;15;Cartão de crédito;;SP;1000;;1000
95291;Sea;03/22/2023;11/10/2020;15;Cartão de crédito;;SP;1000;;1000
95292;Sea;01/21/2021;11/10/2020;0;Cartão de crédito;;SP;1000;;1000
95293;Sea;03/05/2021;11/10/2020;15;Cartão de crédito;;SP;1000;;1000
95294;Sea;06/27/2022;11/10/2020;26;Cartão de crédito;;SC;1000;;1000
95294;Sea;11/11/2020;11/10/2020;15;Cartão de crédito;;SC;1000;;1000
95295;Sea;;11/10/2020;25;Boleto;;SP;1000;;1000
95296;Sea;05/22/2021;11/10/2020;15;Cartão de crédito;;CE;1000;;1000
95297;Sea;04/26/2021;11/10/2020;15;Boleto;;RS;1000;;1000
95298;Sea;02/15/2021;11/10/2020;0;Boleto;;MG;1000;;1000
95299;Sea;01/28/2021;11/10/2020;0;Cartão de crédito;;ES;1000;;1000
95300;Sea;04/07/2022;11/09/2020;10;Boleto;;RJ;1000;;1000
95301;Sea;11/09/2020;11/09/2020;9;Boleto;;SP;1000;;1000
95301;Sea;11/09/2020;11/09/2020;9;Boleto;;SP;1000;;1000
95301;Sea;05/24/2021;11/09/2020;10;Boleto;;SP;1000;;1000
95302;Sea;10/11/2021;11/09/2020;10;Cartão de crédito;;RJ;1000;;1000
95303;Sea;02/08/2021;11/09/2020;10;Cartão de crédito;;RS;1000;;1000
95304;Sea;09/26/2022;11/09/2020;10;Cartão de crédito;;RJ;1000;;1000
95305;Sea;02/09/2022;11/09/2020;10;Cartão de crédito;;SP;1000;;1000
95306;Sea;02/08/2021;11/09/2020;0;Boleto;;SP;1000;;1000
95307;Sea;11/09/2020;11/09/2020;9;Boleto;;MT;1000;;1000
95307;Sea;11/09/2020;11/09/2020;9;Boleto;;MT;1000;;1000
95307;Sea;11/16/2020;11/09/2020;10;Boleto;;MT;1000;;1000
95308;Sea;;11/09/2020;10;Cartão de crédito;;RJ;1000;;1000
95309;Sea;11/09/2020;11/06/2020;10;Boleto;;SP;1000;;1000
95309;Sea;11/14/2022;11/06/2020;10;Cartão de crédito;;SP;1000;;1000
95310;Sea;06/23/2022;11/06/2020;10;Boleto;;RJ;1000;;1000
95311;Sea;11/10/2020;11/06/2020;6;Boleto;;SP;1000;;1000
95312;Sea;06/14/2022;11/06/2020;10;Cartão de crédito;;RJ;1000;;1000
95313;Sea;03/03/2021;11/06/2020;10;Cartão de crédito;;SP;1000;;1000
95314;Sea;;11/06/2020;10;Cartão de crédito;;BA;1000;;1000
95315;Sea;06/07/2021;11/06/2020;10;Boleto;;RJ;1000;;1000
95316;Sea;06/22/2022;11/05/2020;10;Cartão de crédito;;SP;1000;;1000
95311;Sea;07/06/2021;11/05/2020;10;Boleto;;SP;1000;;1000
95317;Sea;06/09/2021;11/05/2020;10;Boleto;;SP;1000;;1000
95318;Sea;11/06/2020;11/05/2020;5;Boleto;;SP;1000;;1000
95318;Sea;11/06/2020;11/05/2020;5;Boleto;;SP;1000;;1000
95318;Sea;12/14/2022;11/05/2020;10;Boleto;;SP;1000;;1000
95319;Sea;11/06/2020;11/05/2020;10;Cartão de crédito;;DF;1000;;1000
95320;Sea;11/11/2021;11/04/2020;5;Boleto;;RJ;1000;;1000
95321;Sea;02/08/2021;11/04/2020;5;Cartão de crédito;;PR;1000;;1000
95321;Sea;11/04/2020;11/04/2020;5;Cartão de crédito;;PR;1000;;1000
95322;Sea;;11/04/2020;5;Cartão de crédito;;SC;1000;;1000
95323;Sea;11/04/2020;11/04/2020;5;Boleto;;RS;1000;;1000
95323;Sea;02/12/2021;11/04/2020;5;Boleto;;RS;1000;;1000
95324;Sea;;11/04/2020;5;Cartão de crédito;;RJ;1000;;1000
95325;Sea;03/22/2021;11/03/2020;5;Cartão de crédito;;MT;1000;;1000
95326;Sea;02/23/2021;11/03/2020;5;Boleto;;SP;1000;;1000
95327;Sea;04/05/2022;11/03/2020;5;Boleto;;PA;1000;;1000
95328;Sea;;11/03/2020;5;Cartão de crédito;;SC;1000;;1000
95329;Sea;03/11/2021;11/03/2020;5;Boleto;;SP;1000;;1000
